Ticker,Average Daily Return,Beta,Annual Volatility
APA,0.00025218774823409503,0.9718478849168515,0.45460647714080066
APD,0.0002160449255328695,0.7290669019501085,0.2718851667586996
APH,0.0007972859019049366,1.1474255717195248,0.2534210691619089
APO,0.001459610739158455,1.4264231202417972,0.3621209682302556
APP,0.00280197929205368,2.2619330004579874,0.7883744779749065
APTV,-0.0009912094899789088,1.496813853207838,0.4186534891103111
ARE,-0.0007332968489792192,0.9942721224023486,0.3075149431314172
ARES,0.0014415789741143855,1.481071665776001,0.3524086852424006
ATO,0.0005518145453676828,0.4687215188152493,0.19317386667677758
AVB,5.707236360144629e-05,0.7267105985921735,0.22915096103078306
AVGO,0.0021009181255326873,1.5619828398740885,0.42238841062952653
AVY,3.3697669237469606e-05,0.9393391330509359,0.25215972360847044
AWK,-0.00033662769550551276,0.6360700919274472,0.2299499303432259
AXON,0.0021975481232815153,1.2175407614179663,0.45073840414402955
AXP,0.0009741066186184567,1.1213703316023564,0.2899490914268028
AZO,0.000713061114352323,0.557121451594074,0.24207092019087154
BA,5.8326519194768094e-05,1.0755508419155626,0.3694971782388874
BAC,0.00018891149317568626,0.9785984342495815,0.27571766749554705
BALL,-0.00042599577206311903,0.9086439325114527,0.3321970457033836
BAX,-0.0011708745501393884,0.5816844326974885,0.2985543061108003
BBY,0.00019796459145295718,1.0745355382343171,0.3563318456561133
BDX,3.352584789625717e-05,0.4911873157883363,0.2081723477562884
BEN,-0.00026317167383867207,1.2154024403513504,0.32019259102215525
BF-B,-0.0006585146349377904,0.5896651263130245,0.2525943002317946
BG,2.1476217694242098e-05,0.5269507698025125,0.29115895045177687
BIIB,-0.00039858159200311375,0.8255386059604676,0.3512140075927356
BK,0.0006146004909674343,0.9104871706131022,0.25081245511000305
BKNG,0.0011536654278685194,1.1334486212455919,0.3224697441895148
BKR,0.0009893582410505214,0.7135891750387143,0.3425767536688091
BLDR,0.0011354206089824142,1.5346368634892626,0.4585671942706465
BLK,0.00040442342430856577,1.1989108961031878,0.26860873577327915
BMY,0.00013712896255304108,0.2802504956380708,0.22964865047470612
BR,0.0004731799208221628,0.8762269460816153,0.23224758311337926
BRK-B,0.0006052247988126209,0.7043738346423276,0.17379274785783463
BRO,0.0006708362878193725,0.833711986243569,0.2447232244346124
BSX,0.0010626845493819062,0.6814709960362805,0.21757950603400683
BX,0.0008764328306346058,1.7079898930704733,0.40557263697143714
BXP,-0.00016519699818700882,1.0555448363885769,0.35149520686080793
C,0.00046685099587067763,1.0144683706742268,0.28559876382306876
CAG,-1.1674181685091551e-05,0.27595079574491693,0.21843255715912982
CAH,0.0012929615672565382,0.4207760387565367,0.2344600603860201
CARR,0.0005949936465865285,1.1561985160449195,0.3074578253070163
CAT,0.0009978137897223168,0.9143529273023857,0.29549000373903667
CB,0.0006311240138476177,0.5133800283516291,0.202846865859781
CBOE,0.0007078450331527458,0.30413896458498146,0.2163740509247056
CBRE,0.0004313477135350739,1.132832432864753,0.3022201119703044
CCI,-0.0007548957992003475,0.7027647581377007,0.26975039834276837
CCL,0.0008818873200278639,1.9626705030170293,0.5833741386793058
CDNS,0.0008973810757218556,1.414492820144079,0.34827193722799565
CDW,-1.6750351882893165e-05,1.0410414877121197,0.2765073643137377
CF,0.0006091718903914324,0.5147453884877637,0.3721708818626248
CFG,0.00028673583030232953,1.1519820796777032,0.3602603399327934
CHD,0.00016728495643343478,0.2957301433089105,0.20294560102478912
CHRW,0.00022586015172637247,0.631713608377728,0.30474267539393096
CHTR,-0.0005581267568904522,0.9235477018981848,0.37895223727867194
CI,0.00043115180938105746,0.4691442904386461,0.27129624009168196
CIEN,0.00043414253390848046,1.2563597685057644,0.3989975074204705
CINF,0.000570441142133543,0.749653248201053,0.27161660032967117
CL,0.00025060994152458177,0.307811211291535,0.17371312572782346
CLX,0.0001659446466969844,0.37209347730118253,0.2614935635233213
CMCSA,-0.00015237627091704045,0.7624813218570797,0.26119897452283364
CME,0.000305764598249851,0.38368749806340485,0.20204769976108075
CMG,0.0009824817215372975,1.092849408777952,0.32879706483572557
CMI,0.0008488431259768511,0.8163167674315758,0.25585914213520033
CMS,0.00024452303603586403,0.36809248109087295,0.20011464299451787
CNC,-0.00023765918255835923,0.5096291979341634,0.29680092787145174
CNP,0.0003774969932221857,0.5060646356305406,0.21007023104716513
COF,0.0005717203867492955,1.2916113712730655,0.3546630985125906
COHR,0.0010117203492947067,1.7614523562461406,0.5643306367164236
COIN,0.00176813184667861,2.9609591653634406,0.9538475500092551
COO,-2.9926792227386833e-05,0.9436413942799192,0.27786581226841034
COP,0.0007538567995232923,0.5907980213657484,0.3254849895193341
COR,0.0008199816530839545,0.36091235932371885,0.19505885602405892
COST,0.0008096634965914617,0.8835421068710537,0.2387286217307228
CPAY,0.0006787937106698338,1.0859628108169737,0.2940685443168739
CPB,0.00016831556662810275,0.13366573965751197,0.22311869099522724
CPRT,0.0007350548568496016,1.0927403829134061,0.2679182317742846
CPT,-0.00030263919337155304,0.7196618889884373,0.2401493223288581
CRH,0.0010677973991855096,1.139763295763919,0.3045285717367929
CRL,-0.0005875903251676128,1.2640030024079072,0.39399674869044504
CRM,0.000659919704268684,1.4355147397062453,0.38406644847850163
CRWD,0.0012794831201214686,1.7140235705731635,0.5272539716977549
CSCO,0.0001448007382812751,0.7979340927552048,0.2307909384507429
CSGP,0.0001050728371946922,1.1330381551713868,0.3439519924361119
CSX,-1.974608640211818e-05,0.8190807977950246,0.2373342287695571
CTAS,0.0008675236616726566,0.9148339846181324,0.23019027673011527
CTRA,0.0008158617129100622,0.6993980905935968,0.34655551110418437
CTSH,6.276995114160495e-06,0.9784022461094607,0.26791501522292616
CTVA,0.0004551330799156951,0.650089256587777,0.2790080362226445
CVNA,0.003219470226556452,3.2940680996994947,1.341038783329175
CVS,-0.0008161334587530665,0.524896356684821,0.29540959826488433
CVX,0.0005446815846092043,0.5230767658852047,0.25769300598640915
D,-0.00020479253119384426,0.3860046616572333,0.23407357129736764
DAL,0.0008312010275611823,1.2619164608398266,0.3685135169429252
DASH,0.00087502870050694,2.00491822199532,0.5876445186780712
DD,0.00015836412555905879,0.9891870612737961,0.2787451119385929
DDOG,0.0005038249907150339,1.9508667249068952,0.5917185610558077
DE,0.0004754253466953486,0.7656231059623184,0.28981217140316967
DECK,0.0019152606916182375,1.2795943363998754,0.4062332080323051
DELL,0.0014548501532968508,1.3277486497813051,0.4696062636227642
DG,-0.001143823548251803,0.5258486428425615,0.378654178500787
DGX,5.763193731078107e-05,0.465294226031876,0.21344896347730066
DHI,0.0006691882234588477,1.1580037554216036,0.3572085658458635
DHR,-0.00010026975481484218,0.9624428477496051,0.2725353933039183
DIS,-0.00025581382702761157,1.032374010498005,0.3027460522878027
DLR,0.0003549085219017449,0.9776112038164563,0.308883874253619
DLTR,-0.0005473302288042449,0.6832756617422564,0.3805503309687773
DOC,-0.00041466834602394423,0.7811914474237918,0.26702137820083344
DOV,0.00023849169973496953,0.9716160611329406,0.24389408081723365
DOW,-0.000136353899763114,0.7740695769694124,0.2462316634535485
DPZ,-0.00012597425024404066,0.7668970761008572,0.3080201321819674
DRI,0.0005865086504550814,0.8262271595026055,0.2718356871876998
DTE,0.00022996026128277536,0.411799043444231,0.1998905412222864
DUK,0.0002855577350071668,0.3507946534909819,0.1882465637013639
DVA,0.0006324527361617414,0.5221436855863986,0.3715020781879703
DVN,0.0001025846595075843,0.8663411921870003,0.3969166155480561
DXCM,-0.00014175669980953269,1.1939262012625445,0.5037477188445376
EA,0.0002248156462497667,0.5952204618427874,0.21839511852632945
EBAY,0.0001700544463283831,1.076911167823557,0.308054583081414
ECL,0.00020516058185819655,0.9800936995655586,0.25806299940486976
ED,0.0002728943725728253,0.3202564103682767,0.18937419982267195
EFX,9.23228853361419e-05,1.2002617559703077,0.3239311447417499
EG,0.000601010374139604,0.5792624495822221,0.2666393314628577
EIX,0.00048312644319427187,0.5854371745198448,0.22649633277806686
EL,-0.001695272844177832,1.246095522855505,0.4223022967734028
ELV,-0.00013324265939512276,0.5074776507572762,0.2506118271492326
EME,0.001871343925118138,0.8932585527817385,0.2891580050145874
EMR,0.0006141794050544281,0.932992965689929,0.2538296427145867
EOG,0.0008175604147729034,0.6137330094522458,0.3360034746971503
EPAM,-0.0005525185117069475,1.5195260164080022,0.6023634033512658
EQIX,0.0003993462662277798,0.9711976302547286,0.286983373833634
EQR,-6.58690506459858e-05,0.7466958046355759,0.23155413044097167
EQT,0.0014460960525346414,0.9613591505011285,0.44019580863490415
ERIE,0.0012400238355597985,0.573795901754333,0.28344540107757005
ES,-0.00031725328191257725,0.45553441015305174,0.2377810500082414
ESS,-2.9174033742095715e-05,0.7683854360370597,0.24523584728780704
ETN,0.0011201625005345865,1.0690130797095923,0.27521542251407805
ETR,0.0006743705105991718,0.4394292945640446,0.23193222367297806
EVRG,0.00011403377696250358,0.4487172584319357,0.20275976482915586
EW,-0.0004415104845706474,0.9490001221901242,0.36832970169404483
EXC,0.0001346963723996912,0.45914387086557645,0.21905002575551466
EXE,0.0010230029492436638,0.7653192203808266,0.35576738096711735
EXPD,-4.793075557824281e-05,0.8162413807726575,0.2513532866364422
EXPE,0.000406587315782334,1.3586585954082948,0.4447687817713359
EXR,-0.00016400227564282931,0.8865885952686114,0.30569578017680005
F,-0.0004510342384738302,1.3713368927970548,0.4056315298497382
FANG,0.0009789065252203176,0.713787157582574,0.3583968214338805
FAST,0.0004216913181108592,0.8719373671808722,0.24671382594263538
FCX,0.00029849077783984375,1.3469737863604687,0.42268643836631414
FDS,0.00016169391048803203,0.7938354099842998,0.23946880618331481
FDX,0.00042946754596711814,0.9454701555555449,0.34103807318620266
FE,0.00019285742402454882,0.4317886410176671,0.19768506653152937
FFIV,0.00021350602004749112,1.1022566669808707,0.28938956552266526
FICO,0.0022668718533206157,1.2480462201359832,0.3746982315207208
FIS,-0.00010051258628129803,1.0143115502422266,0.34862338920633273
FISV,0.0009725309820480076,0.8903202962769422,0.2383078108016412
FITB,0.00031679796962035906,1.1345607646734701,0.33904687884741197
FIX,0.0022637610533642397,1.2159691363980318,0.38833204668692844
FOX,0.0005456290419308464,0.6855337364732094,0.2523688075174422
FOXA,0.0005316955049112152,0.671318979285364,0.26008911724733114
FRT,1.9325061494893397e-06,0.8100637153487031,0.23739586070552504
FSLR,0.0014541907043624253,1.0553355411573333,0.5283668502452736
FTNT,0.0008723853654652159,1.3697675302802272,0.44951048338613003
FTV,0.00016547426929345763,1.0325515220386172,0.24836047746063233
GD,0.00048407715313983135,0.5622107315690655,0.19961459163224887
GDDY,0.0013047330992088158,1.0515788154742132,0.29846167243883304
GE,0.0015617543614073039,1.0273781112440266,0.3024793186790243
GEN,0.0003425243444077952,0.7510691917808955,0.3192735728554109
GILD,0.0005931594373107733,0.44947723041913357,0.23583336502410018
GIS,0.00013276412013767173,0.13324896066130199,0.19843303300713613
GL,0.000701335505193408,0.5940555025019923,0.4168345051832309
GLW,0.0005983056487440919,0.9484746239561983,0.27297930570169693
GM,0.00011895856827821466,1.2760115633474218,0.36854391440132467
GNRC,-0.0004513723869177354,1.8475703510465333,0.5545900495512087
GOOG,0.0005795196078819578,1.3375244924825653,0.32762062443717005
GOOGL,0.0005719989930513245,1.3355984537823749,0.32744061794860263
GPC,3.500269496955382e-05,0.7284109955240766,0.271745655603846
GPN,-5.2109851277285905e-05,1.163147038366922,0.33547144685130653
GRMN,0.0008406968886010875,0.9128973122618776,0.2928898214124636
GS,0.0007395344725747146,1.0086700007981293,0.2652640385433183
GWW,0.0011341492213093073,0.8146118948115358,0.25439315945330043
HAL,0.0005468452902835172,0.8236549631121751,0.39518190714188256
HAS,-0.00041067456266569526,0.8990293456623345,0.3293309362761387
HBAN,0.0004450287555308283,1.0413930194909848,0.32810272738440505
HCA,0.000449318392046478,0.84742848326824,0.3066628985255307
HD,0.00015953642344328784,0.9235390902914262,0.24904259401402387
HIG,0.0007904609692061358,0.6922203119978259,0.22699614824511194
HII,0.00028046897838517255,0.5683528189960342,0.28511129497189375
HLT,0.0007844901795902682,1.0534449362435996,0.2710864217556162
HOLX,7.543732756555758e-05,0.5830706821895109,0.2180689394098554
HON,0.0002865677130295052,0.7714799006388907,0.20650372067037093
HOOD,0.0017684602613867813,1.9848279564216902,0.6517594922190679
HPE,0.0007214284058476907,1.1210482982522627,0.3418111993627556
HPQ,0.00015604828530935616,1.1435923544500828,0.3387823744404955
HRL,-0.00037603148765865996,0.23660752886438463,0.23260312359739155
HSIC,-2.5727876980214722e-05,0.6037438464227017,0.2499198214540694
HST,0.00035576494988233414,1.1114552477089208,0.309115682640297
HSY,2.9509282103987e-06,0.27179490645172094,0.21290526682517216
HUBB,0.0011844314613244798,0.9707931238042488,0.29289109735105084
HUM,-0.0005328892073734609,0.4083520825886176,0.34175981198275474
HWM,0.0018174722306831454,1.0925743462015782,0.3060032420898758
IBKR,0.0012889868294463376,0.8700947489924252,0.3044413015270313
IBM,0.0009044758220773258,0.5742069544801962,0.21317713039747693
ICE,0.000289676910067663,0.7605883313836581,0.21543048938786521
IDXX,-0.00033003546353246546,1.2693637030766651,0.34244354931517834
IEX,2.0591936971903646e-05,0.819787954024705,0.22646849212764283
IFF,-0.00041653747571904475,0.9007875568827066,0.3272474359256906
INCY,5.461490734267392e-05,0.5178184564297522,0.27185530005654196
INTC,-0.0008166703912507732,1.3984876356831344,0.43218601175567356
INTU,0.00028167392244701214,1.5741645373099609,0.3632350323816677
INVH,-0.00020332103014916887,0.8408539977319003,0.24799065964267358
IP,0.0005415458613772875,0.7327359450887632,0.2936238809371266
IQV,-0.00024801599916066146,1.1925519124441621,0.31216426263254526
IR,0.0007229969695674499,1.159972558925245,0.2869744361142252
IRM,0.001275662159173886,0.9165150144363017,0.28712261710162923
ISRG,0.0007238859446563573,1.301603088007438,0.3405115794385899
IT,0.0007041797965769302,1.1045069843845503,0.2854618841616871
ITW,0.0002351695749821131,0.8231112016958287,0.2105929953678567
IVZ,5.57269097386367e-05,1.4197072982410261,0.357768989224523
J,0.00033206049940355076,0.8724975137465758,0.2444500403379233
JBHT,-1.6668612204610706e-05,0.9375360296266783,0.2921364011426583
JBL,0.001235377280680431,1.2266297083787658,0.36967200886094026
JCI,0.000245502232260109,1.040718056524441,0.28169643382785087
JKHY,0.00018888210534387132,0.6406420137347243,0.23513477779417885
JNJ,-5.833457158534423e-05,0.24660976768674506,0.16375889795178944
JPM,0.0007587548979639578,0.8669336707626903,0.24991285781266864
KDP,-1.1779338073229312e-05,0.3764772895800826,0.1886897595097129
KEY,0.0001633919597567992,1.2691575446314358,0.4312442668333913
KEYS,-0.00011430014836757025,1.207949019303524,0.31264391605280095
KHC,4.8871736168741194e-05,0.24973939154953673,0.21095134170560867
KIM,0.00025839188369172923,0.9298465238423438,0.2682406442900516
KKR,0.0012562264381181054,1.6535737924918188,0.38159897585402897
KLAC,0.0008969253524527299,1.7582192617287398,0.42472113964574953
KMB,0.000102202453762953,0.29102083684905106,0.1856136239153587
KMI,0.0010229290263864574,0.6030849085143556,0.21541181777515636
KO,0.00023339767724069407,0.3892349521581025,0.1561930668210514
KR,0.0006211918914346126,0.31266347955810103,0.2578169244761514
L,0.0005926201885346094,0.6621493827509736,0.19608573068066626
LDOS,0.000805798033615894,0.49699428676378377,0.2539366282520888
LEN,0.0005618609998006453,1.191034355190741,0.34676319591026
LH,7.90638164843852e-06,0.6543350317594512,0.23450288826901455
LHX,0.000195262740559864,0.41766593493825,0.24513613986970167
LII,0.0011231464785480753,1.1382703454711107,0.31015869255662126
LIN,0.00043438064968939847,0.8144504905981639,0.2218970122049262
LITE,0.00014127120785032663,1.4595056958650097,0.4813657917007286
LLY,0.0015915334681489636,0.5756945209430272,0.2878556347914906
LMT,0.0006110295927163201,0.24386488756996685,0.2095297930775455
LNT,0.00018315260777876816,0.44042317808911075,0.2095629633300965
LOW,0.00017331807360980415,0.9540111022624991,0.2678895146021549
LRCX,0.00044679430166803856,1.8455841133873072,0.45122957983154105
LULU,0.000315434290953213,1.3591291630736075,0.41002815351624916
LUV,-4.473761471538342e-05,0.962233640857538,0.3505445826558573
LVS,0.0007313353761760465,1.0890960416364868,0.4070110984666574
LYB,0.0001042208570470396,0.7781225641606502,0.2605422488643506
LYV,0.0003316435416413665,1.1752639685567536,0.3496213326364106
MA,0.0005941275644981163,0.9747126332813643,0.22996332687612883
MAA,-0.00025550922321447377,0.7352374090602978,0.234525296547971
MAR,0.0009022243058052325,1.0727498745960684,0.283688185657541
MAS,0.00030843826414257095,1.0652795501126573,0.2954847236270517
MCD,0.0002523249089614519,0.46379801173424096,0.17351160618458308
MCHP,-0.00017939473703094779,1.6375554986705951,0.3968083470017305
MCK,0.0012373660694153352,0.28892094631992227,0.23386259200896925
MCO,0.00045208639395976307,1.1078226046268558,0.26272676261095573
MDLZ,3.3198097650070596e-05,0.45667357996245084,0.18495999175993058
MDT,-0.00015575010102087623,0.5893448966438648,0.21553741364903337
MET,0.0005913730462946298,0.8258834935182158,0.24886155300770058
META,0.0012124672697277912,1.724087516434407,0.4872221938228927
MGM,-5.9567456713779115e-05,1.4545141648983253,0.38815345556123637
MKC,-0.00010638354470325275,0.3934995414659381,0.24125764178190645
MLM,0.0003912782533417851,1.0840417892771717,0.274859394464529
MMM,0.00016037030078919773,0.7837360904852875,0.2956540715870232
MNST,0.00023669643083243507,0.6938192170238004,0.24897301508533246
MO,0.0005276268193371256,0.31670198542047856,0.2026173791239999
MOS,-0.0002106335851573227,0.8897891933800098,0.42262604308405194
MPC,0.0013005374861300685,0.6604328354765453,0.32191434284897946
MPWR,0.0008623985840701089,2.1341312013414524,0.5483144153284921
MRK,0.0005373305011456654,0.25882118335069376,0.20026330974771925
MRNA,-0.0015818329460408915,1.4272854972738132,0.603607975793804
MRSH,0.0004493346470819787,0.7296234214137982,0.1933540689927008
MS,0.0006032982697005523,1.0761070035778941,0.28229629527371625
MSCI,0.00026065449569294614,1.2382101307020215,0.3233669552815329
MSFT,0.0004912331643198426,1.2483284657059925,0.2757661450021082
MSI,0.0008806724194398355,0.8456539494018903,0.22950218603157602
MTB,0.0005713054243350734,0.9036362113735239,0.3253359312830967
MTD,-0.00020948952409883355,1.147513467273489,0.3249177104599484
MU,0.00026446064884006387,1.5823036104969403,0.4557226848624394
NCLH,0.0008939493197502222,1.8934137971737768,0.5924484348437228
NDAQ,0.00035089727091897033,0.8236065382163168,0.23687027295183996
NDSN,-7.79522178266953e-05,0.9424960204644144,0.24906662598107626
NEE,-6.3385960240142e-05,0.6535743737123371,0.2833456209690963
NEM,-0.00025949480088790746,0.5072144907526465,0.359547140685137
NFLX,0.0010356400973457736,1.5109018452300582,0.49047705741112335
NI,0.0006128861141078857,0.4988996421689715,0.2091286541935851
NKE,-0.0007407006133307703,1.1428294117769955,0.34350725227232376
NOC,0.00044487084439221304,0.2764177192360106,0.24658666077638675
NOW,0.0010393951065029799,1.6093263663705946,0.4189446638854594
NRG,0.0013429254823364102,0.8665864442241272,0.33424588914560843
NSC,-6.41344168536699e-05,0.8344311005605979,0.26514228992099415
NTAP,0.0005917001232357478,1.0516026824055416,0.3106741638882887
NTRS,0.00010233327374740621,1.0602841369113263,0.30623669361294337
NUE,0.0003887424844177599,1.1621076111079323,0.3812904772886674
NVDA,0.0025882819694749903,2.2685151414490945,0.5527096929081102
NVR,0.000624182180550853,1.0218144007917098,0.2818594954029194
NWS,0.0005851181813893051,1.029967944005724,0.2900505809882086
NWSA,0.00045630887260071195,1.040951998139859,0.28724129094629425
NXPI,0.0002250502092240943,1.5762352119006493,0.3821464158212503
O,-0.00010662405622697615,0.5116167201986126,0.198214236756291
ODFL,0.00030496327644068935,1.2397190614178104,0.3631133901112387
OKE,0.0010540964721916478,0.8547907476656371,0.2709067104544285
OMC,0.00048392631335404917,0.8442770414894886,0.27170215226165606
ON,0.00039093664033758627,1.9665561821360016,0.5172461626625224
ORCL,0.001100382649159546,1.0082749061678369,0.31020806059193584
ORLY,0.0008177631299903404,0.5255942097888004,0.2332013383804413
OTIS,0.0002583783861121346,0.8341199280126078,0.21568746269034336
OXY,0.0009449985511805284,0.6829839371063424,0.3779517878506613
PANW,0.0013142334694071106,1.2516353704116239,0.43684497249338466
PAYX,0.0002777883207812421,0.9036808999471447,0.2341962484537293
PCAR,0.001051110466230124,0.8003334121421292,0.25168298273277845
PCG,0.0008087194091336157,0.6847159524110039,0.2613761945866446
PEG,0.0005485519799349335,0.5276133794932565,0.20951351909214425
PEP,9.666303993055983e-07,0.3828827037769837,0.17039749389291461
PFE,-0.0007100663093944886,0.4515447751171883,0.2441079624435843
PFG,0.00035381364283660114,0.9708759479052252,0.2656654622801836
PG,0.0001983763328610066,0.3730916746456977,0.1758844410125267
PGR,0.0012844794048120633,0.45132138651031667,0.2566921171310616
PH,0.00114642245539527,1.1385311998400303,0.2823755512386325
PHM,0.0011721677309626183,1.2318013045211835,0.35547901977496243
PKG,0.0009332873664192374,0.7263237166355132,0.2475859178812995
PLD,-0.00031479415873052815,1.0198749383577081,0.28675697594681065
PLTR,0.002795670737993282,2.189588018492733,0.6909324774198844
PM,0.0005971624679063599,0.38828603938123496,0.2075037239759967
PNC,0.0002176281107504363,0.9894998478034129,0.2870299331840005
PNR,0.0006889965953343792,1.1218781826528843,0.29113112130462115
PNW,0.0005334704679555555,0.430910236652181,0.21466856699670028
PODD,0.00032740148019138774,1.2202379173222369,0.45323800903495093
POOL,-0.00033731382384650843,1.20297077234416,0.3569181070246461
PPG,-0.0002535185999569609,1.0182935121633687,0.26866914827759836
PPL,0.0003133073610283849,0.5133192830805362,0.19708613274438638
PRU,0.00042283038074104987,0.9531489300767592,0.25695214527914195
PSA,5.643679001658464e-05,0.6895281160729458,0.25167859501139367
PSKY,-0.0007669117406623914,1.2215465869037991,0.5564984273193685
PSX,0.0008907067774122783,0.6032215157120504,0.3159500192886576
PTC,0.0006937484332308389,1.1222995883823343,0.2849196324839596
PWR,0.001602178591358913,1.1291108961666683,0.33285421132546394
PYPL,-0.0006966164830250012,1.520293495734885,0.4452078525336848
QCOM,0.000141659712039694,1.5918319195946886,0.3937187536766233
RCL,0.0018686501089266627,1.65088512280794,0.4857555979344492
REG,0.00023836328912919295,0.8245914900817878,0.23845295046290235
REGN,0.0003124886663118734,0.5863281722023806,0.2703966551838649
RF,0.000437026520286981,1.0672408524354564,0.33168272000191285
RJF,0.0007709318919699444,1.0212101874697703,0.29016604163925497
RL,0.001206894169526705,1.2192393224657754,0.3572868605144115
RMD,0.00010322220658097163,0.8933780101482189,0.34371327536420443
ROK,5.696414771831918e-05,1.1706550274143703,0.3256587479582613
ROL,0.0006018379166308668,0.5635904022686878,0.2477728124627743
ROP,0.00022451217259097993,0.7899444455080823,0.20254643717046628
ROST,0.000629507572183482,0.9785554579313791,0.31154688022683796
RSG,0.0006384091103327019,0.4816250333046046,0.17804148442237994
RTX,0.0005792460911106021,0.5602117314511526,0.2279777263740056
RVTY,-0.0004994505433783734,1.0419269406472416,0.32774296870566194
SATS,0.00043741542805441854,0.9391886366612948,0.569936758315433
SBAC,-0.0005954977275217858,0.7893811013814592,0.29806201852464576
SBUX,-2.6997195410230934e-05,0.9885976256239606,0.3263854902820367
SCHW,0.00010956939547627935,0.9649895142735675,0.353124059021991
SHW,0.00019501148678234578,0.8959767394686716,0.27940830053608057
SJM,-6.487337066262782e-05,0.19658910186599277,0.21999397457492326
SLB,0.0006148596373287856,0.6936470286348689,0.37871472487245844
SMCI,0.004105998213394317,1.855255335378111,0.9019571764414044
SNA,0.0008357876780467397,0.7917381408246306,0.23911350858220787
SNPS,0.0006504257917753991,1.4546478424965819,0.3604434600409849
SO,0.0004800186738456841,0.37587216584250216,0.19607715472187492
SPG,0.0004673951940143721,0.9813046831009461,0.26785637588941485
SPGI,0.00024778702645768773,0.9533092015090374,0.23590646019623002
SRE,0.0005879990402565379,0.5136275125370183,0.20753121859385143
STE,-3.4833672329083435e-05,0.8262117762978369,0.2723491781681343
STLD,0.0011735649848542188,1.1204394385278376,0.38428987573650875
STT,0.0003787697868838441,1.1555317550922615,0.3160919965395096
STX,5.45990644952372e-05,1.2366478505967222,0.36513136173392147
STZ,-3.090579874748861e-05,0.5346323605720965,0.2121231798750451
SW,0.0005138878022416692,0.5354278081981116,0.4816636492915649
SWK,-0.0007098429658834988,1.1483645440226073,0.3668532897116631
SWKS,-0.00040844785766845106,1.5112636114220024,0.37060791859941417
SYF,0.0008107081698737398,1.3020995309223218,0.37598170244055606
SYK,0.0005577908234169826,0.8936755439286005,0.2503011103298418
SYY,0.0001615332449508584,0.6708813865297443,0.22493529675768958
T,0.0006131181798412742,0.3792132536154745,0.25068112847746127
TAP,0.0004945934541278899,0.4708640260697349,0.24964047552739138
TDG,0.0012120135640287862,1.0890726902906018,0.2740499066214307
TDY,0.00018392948303323022,0.8961474664583553,0.24471898892644936
TECH,-0.00041800106683695734,1.1680974128903912,0.36734464668532263
TEL,4.250453099238284e-05,1.1397693500695665,0.2575629581064474
TER,3.651221939696417e-05,1.7633076675380392,0.43824338848470884
TFC,1.9330267359853844e-06,1.1061519557192416,0.3441853301823745
TGT,-0.00030228246044462206,1.0090811211901567,0.3861182808122552
TJX,0.0007950166472086653,0.7851536303751059,0.23359636098186265
TKO,0.0016710013048875064,0.5436839010255387,0.32972080528295983
TMO,-0.0001472111290091951,0.9045671943899043,0.2547801643226589
TMUS,0.0009994115520539513,0.5643529619803265,0.2251022816914938
